"LocationId","AgeStart","AgeEnd","Ri","Di","Ni","Mi"
208,20,24,3,0,375400,118
208,25,29,11,0,407812.5,121
208,30,34,16,1,387139,179
208,35,39,19,2,340251.5,208
208,40,44,51,7,346024,360
208,45,49,123,18,385940.5,594
208,50,54,266,41,391939,1054
208,55,59,531,78,416942,1872
208,60,64,739,125,354793,2782
208,65,69,994,203,324013,4477
208,70,74,1208,326,302647.5,6364
208,75,79,1318,433,279683.5,9615
208,80,84,864,357,164924.5,10064
208,85,999,731,401,132967.5,21276
214,0,4,0,0,1013118,6641
214,5,9,0,0,1022824.5,156
214,10,14,0,2,1017914,211
214,15,19,5,0,974611.5,681
214,20,24,7,4,964656,1232
214,25,29,9,6,932270,1380
214,30,34,21,10,870248.5,1541
214,35,39,44,17,776065,1594
214,40,44,71,28,705019,2040
214,45,49,102,46,639051,2467
214,50,54,136,58,562514,3241
214,55,59,216,94,503844,4361
214,60,64,248,125,430199.5,5028
214,65,69,276,156,326851.5,6143
214,70,74,222,131,215448.5,6607
214,75,79,167,102,128906,6359
214,80,84,123,75,78689.5,6183
214,85,999,135,80,68503,10387
218,0,4,0,0,1431213.5,3381
218,5,9,0,0,1500220,426
218,10,14,2,0,1616644.5,568
218,15,19,8,0,1568949.5,1324
218,20,24,11,6,1569970.5,2136
218,25,29,27,10,1533557.5,2315
218,30,34,21,22,1433852,2403
218,35,39,42,21,1317304,2557
218,40,44,76,29,1168659.5,2876
218,45,49,126,47,1022250,3397
218,50,54,189,72,889028,4260
218,55,59,245,100,753570,5691
218,60,64,284,125,619430.5,7011
218,65,69,325,146,498612,8007
218,70,74,322,150,383582,9585
218,75,79,297,168,255996,9844
218,80,84,260,171,154318,12270
218,85,999,296,216,106739.5,17530
222,0,4,0,0,499909,1199
222,5,9,0,0,545244.5,169
222,10,14,0,0,563679.5,196
222,15,19,1,1,569980,667
222,20,24,4,1,642406,1041
222,25,29,9,2,613422,1263
222,30,34,13,6,491163,1379
222,35,39,23,6,385402.5,1518
222,40,44,34,13,369843.5,1806
222,45,49,41,17,336497,2056
222,50,54,47,25,301046.5,2557
222,55,59,53,28,257626,3054
222,60,64,60,34,210364,3411
222,65,69,68,38,169372,3856
222,70,74,80,44,134467.5,4543
222,75,79,84,49,95412,5517
222,80,84,84,51,59664,5889
222,85,999,91,58,34820,6723
226,0,4,0,0,249817.5,3957
226,5,9,0,0,228659,337
226,10,14,0,0,201065.5,218
226,15,19,0,0,165539,274
226,20,24,3,3,137114,321
226,25,29,2,2,136149,373
226,30,34,5,5,142909,477
226,35,39,7,6,129394,554
226,40,44,4,3,102175,580
226,45,49,6,4,83500,643
226,50,54,5,3,66914.5,730
226,55,59,6,4,55056,850
226,60,64,8,5,40911,947
226,65,69,2,2,28579,1015
226,70,74,1,1,18233,1014
226,75,79,0,0,9837,866
226,80,84,0,0,5157,701
226,85,999,0,0,2535.5,597
231,0,4,0,0,18673389.5,186145
231,5,9,0,0,16063479,32256
231,10,14,14,9,15047969.5,19533
231,15,19,16,12,14176948.5,28070
231,20,24,217,164,12499314.5,35347
231,25,29,273,214,10716437.5,32816
231,30,34,321,239,8670616.5,28626
231,35,39,450,344,6601774.5,24414
231,40,44,499,410,5444002,25668
231,45,49,672,487,4472067.5,26079
231,50,54,767,569,3747677.5,31579
231,55,59,746,562,3054275.5,34397
231,60,64,785,557,2298807.5,39890
231,65,69,690,470,1590372.5,43937
231,70,74,503,379,1105955.5,49694
231,75,79,349,256,720113.5,52262
231,80,84,165,124,347508.5,41200
231,85,999,84,67,153577,32070
232,0,4,0,0,455141.5,3530
232,5,9,0,0,440788,783
232,10,14,3,0,440609.5,512
232,15,19,5,0,413263.5,753
232,20,24,5,3,339573.5,872
232,25,29,5,3,269408,753
232,30,34,8,4,200841,617
232,35,39,12,8,159134,565
232,40,44,10,6,143084.5,673
232,45,49,14,10,129067,767
232,50,54,16,14,112490.5,981
232,55,59,15,11,92952.5,1077
232,60,64,17,13,72759,1292
232,65,69,17,13,52449.5,1475
232,70,74,17,14,39004.5,1771
232,75,79,13,12,28086,2056
232,80,84,8,8,14568,1739
232,85,999,4,4,6226.5,1330
233,0,4,0,0,69240.5,30
233,5,9,0,0,72117,7
233,10,14,0,0,77805,13
233,15,19,0,0,69925.5,24
233,20,24,0,0,63862.5,41
233,25,29,1,0,72679.5,41
233,30,34,2,0,99394,94
233,35,39,5,0,100423.5,164
233,40,44,9,0,93395,221
233,45,49,20,3,92229.5,315
233,50,54,39,7,89897.5,453
233,55,59,64,19,83451.5,663
233,60,64,112,43,87146,1067
233,65,69,156,68,79882.5,1452
233,70,74,186,91,69535.5,1837
233,75,79,152,86,46213,1765
233,80,84,166,115,43737,2957
233,85,999,162,124,39156.5,5939
242,0,4,0,0,83818.5,472
242,5,9,0,0,86779.5,35
242,10,14,0,0,84103.5,33
242,15,19,0,0,79674,50
242,20,24,1,0,73633,68
242,25,29,0,0,74120,83
242,30,34,0,0,71912,107
242,35,39,3,1,69448.5,166
242,40,44,5,1,63253.5,248
242,45,49,5,4,50334.5,364
242,50,54,11,5,46185,590
242,55,59,8,5,43678.5,850
242,60,64,17,10,35392,1130
242,65,69,13,8,24667.5,1139
242,70,74,13,9,15936.5,1072
242,75,79,9,3,9716.5,942
242,80,84,5,6,4721,689
242,85,999,6,6,2048,512
246,0,4,0,0,240999,136
246,5,9,0,0,290576.5,48
246,10,14,1,0,316124.5,33
246,15,19,2,0,305785.5,122
246,20,24,2,0,304577,176
246,25,29,4,0,345892.5,148
246,30,34,15,1,365806.5,221
246,35,39,25,1,363953.5,266
246,40,44,44,8,354106.5,409
246,45,49,76,13,331211,532
246,50,54,133,32,333095.5,1064
246,55,59,243,63,366958,1856
246,60,64,374,108,356533.5,2771
246,65,69,539,176,354121,4176
246,70,74,719,277,347982.5,7092
246,75,79,690,287,261162,7536
246,80,84,553,278,171428,10013
246,85,999,600,325,158986,26409
250,0,4,0,0,3418480.5,3078
250,5,9,0,0,3806780.5,324
250,10,14,35,0,4062720,335
250,15,19,25,0,4084770,1015
250,20,24,58,1,4010343.5,1768
250,25,29,39,12,3707208.5,1821
250,30,34,163,45,3909931.5,2490
250,35,39,351,77,3977662,3745
250,40,44,724,153,4162128,5459
250,45,49,1322,291,4203534.5,8546
250,50,54,2278,544,4339649.5,14585
250,55,59,3511,882,4306163.5,20336
250,60,64,5258,1177,4119683.5,30279
250,65,69,7027,1833,3859940,42095
250,70,74,8832,3132,3659763,61837
250,75,79,7583,3382,2589875.5,67818
250,80,84,5972,3537,1770103.5,76274
250,85,999,8458,6152,2288671,316992
254,0,4,0,0,32410,83
254,5,9,0,0,30496.5,0
254,10,14,0,0,30868,5
254,15,19,0,0,28580.5,12
254,20,24,0,0,22093,8
254,25,29,0,0,19280,26
254,30,34,0,0,20361,17
254,35,39,0,0,20435.5,24
254,40,44,0,0,18520.5,46
254,45,49,3,0,16324.5,49
254,50,54,5,2,15301.5,61
254,55,59,8,4,13281,68
254,60,64,6,3,10560.5,97
254,65,69,6,1,7561,122
254,70,74,7,2,5365.5,165
254,75,79,5,4,3442.5,197
254,80,84,4,2,1964.5,189
254,85,999,2,4,1460,282
258,0,4,0,0,15722.5,20
258,5,9,0,0,19457.5,2
258,10,14,0,0,21776,2
258,15,19,0,0,21565.5,3
258,20,24,0,0,20508,5
258,25,29,0,0,18671,4
258,30,34,0,0,21763.5,6
258,35,39,0,0,22212.5,8
258,40,44,0,0,20176.5,11
258,45,49,2,0,19352.5,19
258,50,54,4,0,19286,32
258,55,59,5,2,17500.5,51
258,60,64,6,2,13864,67
258,65,69,7,5,11010.5,97
258,70,74,7,7,7240,116
258,75,79,8,6,5080,146
258,80,84,5,3,3067.5,162
258,85,999,4,0,2124,239
262,0,4,0,0,114432.5,1240
262,5,9,0,0,113230.5,275
262,10,14,0,0,113731.5,173
262,15,19,0,0,116822,259
262,20,24,1,0,108634,332
262,25,29,2,2,97089,323
262,30,34,4,2,87821.5,319
262,35,39,4,2,77472,317
262,40,44,4,4,71024.5,366
262,45,49,6,4,63417.5,402
262,50,54,7,4,51791,467
262,55,59,7,5,39647.5,479
262,60,64,6,6,29365,543
262,65,69,6,6,20915,610
262,70,74,5,5,15400,729
262,75,79,4,4,9572,727
262,80,84,2,1,4657,573
262,85,999,0,0,2073.5,444
266,0,4,0,0,329181.5,2648
266,5,9,0,0,300719,250
266,10,14,0,0,263978,175
266,15,19,0,0,221651.5,254
266,20,24,3,0,197421.5,331
266,25,29,3,1,191072,392
266,30,34,5,5,189613,495
266,35,39,9,9,172755.5,620
266,40,44,10,8,144480.5,729
266,45,49,15,4,114190.5,818
266,50,54,14,8,88432,914
266,55,59,15,8,68110.5,993
266,60,64,19,13,51636,1118
266,65,69,7,5,37958.5,1217
266,70,74,4,4,26754.5,1287
266,75,79,3,1,17153,1249
266,80,84,2,1,9692.5,1097
266,85,999,0,0,5947,1260
268,0,4,0,0,252515,425
268,5,9,0,0,289273,42
268,10,14,0,0,262599.5,48
268,15,19,0,0,214060,96
268,20,24,0,0,212314.5,171
268,25,29,3,0,233531,210
268,30,34,3,2,282709,335
268,35,39,3,3,279382,499
268,40,44,7,6,251000.5,776
268,45,49,25,12,237675,1142
268,50,54,52,25,227634,1644
268,55,59,105,48,237840,2658
268,60,64,173,80,241734,3916
268,65,69,212,103,196550,4780
268,70,74,205,113,153615,5786
268,75,79,139,92,82923,4798
268,80,84,112,87,81143,8455
268,85,999,86,78,58285,10557
270,0,4,0,0,379502.5,3660
270,5,9,0,0,370277.5,979
270,10,14,0,0,336034,542
270,15,19,0,0,286528,661
270,20,24,1,1,246819.5,784
270,25,29,3,3,218761.5,769
270,30,34,2,2,181481,711
270,35,39,5,4,142230,645
270,40,44,4,3,107375.5,621
270,45,49,3,2,87860,632
270,50,54,3,2,80889,823
270,55,59,4,4,70031.5,943
270,60,64,3,3,52491.5,1064
270,65,69,2,2,33845,1069
270,70,74,3,2,19949,1009
270,75,79,3,3,13265,1075
270,80,84,1,1,6242,816
270,85,999,0,0,2887.5,688
275,0,4,0,0,722295.5,2116
275,5,9,0,0,702289,180
275,10,14,0,0,628022,131
275,15,19,2,0,539627.5,214
275,20,24,4,3,477590,272
275,25,29,10,1,454457,276
275,30,34,10,4,405410.5,283
275,35,39,18,8,319783.5,295
275,40,44,29,14,250474,348
275,45,49,43,22,200486.5,473
275,50,54,57,31,164706,645
275,55,59,71,38,137060,915
275,60,64,74,40,106625,1163
275,65,69,70,40,78452,1468
275,70,74,69,43,54954,1768
275,75,79,51,38,34689.5,1906
275,80,84,29,25,18889,1777
275,85,999,16,16,9459,1639
276,0,4,0,0,3963211,2938
276,5,9,0,0,3956549,384
276,10,14,16,0,3778762.5,353
276,15,19,21,0,3827410.5,819
276,20,24,51,0,4415607.5,1259
276,25,29,74,1,4884908.5,1690
276,30,34,82,35,5546110.5,2795
276,35,39,159,60,5411100.5,4451
276,40,44,502,145,5240161.5,6491
276,45,49,1026,285,4918280.5,9340
276,50,54,2293,711,6161074.5,20374
276,55,59,4242,1367,6932319.5,39581
276,60,64,5907,1849,6165884,58010
276,65,69,7228,2474,5080993,72502
276,70,74,9091,3429,4306883.5,94515
276,75,79,8927,3953,3228586,105026
276,80,84,11698,6095,3466314.5,221548
276,85,999,11227,6140,2802070,440684
288,0,4,0,0,4204477.5,37244
288,5,9,0,0,4140784.5,11631
288,10,14,0,0,3763835,6494
288,15,19,0,0,3380325,8195
288,20,24,7,10,2959281.5,9878
288,25,29,43,18,2615020,9537
288,30,34,52,23,2430647,9686
288,35,39,50,26,2188742.5,9862
288,40,44,71,36,1847685,10380
288,45,49,82,54,1488872.5,10191
288,50,54,131,83,1226375.5,11833
288,55,59,142,86,998618.5,12863
288,60,64,111,76,723879.5,14103
288,65,69,86,69,484160.5,14832
288,70,74,87,69,325155.5,15956
288,75,79,69,58,202111.5,15994
288,80,84,37,32,114572,14547
288,85,999,18,16,54608.5,11972
300,0,4,0,0,417714.5,407
300,5,9,0,0,480464.5,67
300,10,14,1,0,543767,74
300,15,19,2,0,526900,146
300,20,24,3,0,527188.5,241
300,25,29,3,0,525934,289
300,30,34,8,2,558433.5,407
300,35,39,17,6,632413.5,602
300,40,44,71,19,773557,1116
300,45,49,170,44,785379,1779
300,50,54,316,91,800273.5,3054
300,55,59,479,136,733482.5,4334
300,60,64,702,201,688343.5,6436
300,65,69,994,314,621442,8566
300,70,74,1278,501,561825,12628
300,75,79,1338,633,464861,17317
300,80,84,1181,747,364208,24169
300,85,999,1296,1070,406293,64898
312,0,4,0,0,19504.5,41
312,5,9,0,0,21154.5,1
312,10,14,0,0,23968.5,1
312,15,19,0,0,25341.5,8
312,20,24,0,0,19353.5,11
312,25,29,0,0,16497.5,12
312,30,34,0,0,18896,29
312,35,39,1,0,18967.5,33
312,40,44,4,0,20318.5,28
312,45,49,8,3,25386,70
312,50,54,14,5,29126.5,110
312,55,59,22,7,31776.5,189
312,60,64,28,9,29609.5,263
312,65,69,31,12,25762.5,315
312,70,74,30,13,22285,452
312,75,79,27,17,15403.5,426
312,80,84,17,15,9960.5,527
312,85,999,18,20,11385.5,1363
316,0,4,0,0,14905,39
316,5,9,0,0,14837,1
316,10,14,0,0,13183.5,3
316,15,19,0,0,11852.5,8
316,20,24,0,0,11707.5,12
316,25,29,0,0,11710,17
316,30,34,0,0,10596.5,17
316,35,39,0,0,9571,27
316,40,44,0,0,9124,29
316,45,49,3,0,9606.5,44
316,50,54,4,2,10137,75
316,55,59,4,0,9916,99
316,60,64,5,5,8804.5,115
316,65,69,4,4,7073,126
316,70,74,7,3,5477,127
316,75,79,6,4,3305,118
316,80,84,5,5,1857.5,99
316,85,999,3,3,1516.5,155
320,0,4,0,0,1911305.5,8382
320,5,9,0,0,2004499.5,614
320,10,14,0,0,1922954.5,727
320,15,19,4,2,1890324.5,2123
320,20,24,5,3,1815964.5,2933
320,25,29,16,6,1651462.5,2901
320,30,34,18,13,1435470.5,3032
320,35,39,22,14,1185223,3351
320,40,44,31,19,964246.5,3916
320,45,49,43,30,750950.5,4253
320,50,54,52,33,594903,4770
320,55,59,65,39,489887,6109
320,60,64,88,50,404348,6911
320,65,69,117,67,324273,7998
320,70,74,121,71,230722,8368
320,75,79,105,66,148739.5,9263
320,80,84,97,60,79857,9099
320,85,999,110,71,42746,9496
324,0,4,0,0,2166367.5,45619
324,5,9,0,0,1937394,6920
324,10,14,3,2,1738921,3597
324,15,19,2,2,1517856,4203
324,20,24,4,4,1349283,5042
324,25,29,11,9,1184417.5,4858
324,30,34,11,9,959940.5,4331
324,35,39,14,10,732627.5,3737
324,40,44,15,12,557187.5,3477
324,45,49,17,14,455008.5,3407
324,50,54,18,13,389435.5,4032
324,55,59,21,16,326469.5,4523
324,60,64,21,15,257991.5,5404
324,65,69,20,14,192764.5,6298
324,70,74,19,14,136324,7109
324,75,79,13,11,85882.5,7147
324,80,84,8,8,45414.5,6031
324,85,999,4,4,21852,4984
328,0,4,0,0,83242.5,453
328,5,9,0,0,81340.5,19
328,10,14,0,0,77003,24
328,15,19,0,0,71446,51
328,20,24,0,0,77270.5,106
328,25,29,2,0,74640,141
328,30,34,1,0,58622.5,145
328,35,39,1,1,47462,153
328,40,44,3,2,46025,215
328,45,49,1,0,45191,305
328,50,54,4,2,41633,431
328,55,59,10,6,36633.5,547
328,60,64,7,5,30001.5,662
328,65,69,14,7,20991,685
328,70,74,8,3,13914.5,626
328,75,79,9,7,8473,530
328,80,84,11,8,4589.5,430
328,85,999,8,5,3158,482
332,0,4,0,0,1240434.5,14892
332,5,9,0,0,1227060.5,1656
332,10,14,0,18,1205893,1298
332,15,19,12,7,1147683,2021
332,20,24,10,4,1089148,2796
332,25,29,13,8,1011278,2869
332,30,34,17,14,928854,3035
332,35,39,43,26,792411.5,3261
332,40,44,54,37,666210.5,3699
332,45,49,61,46,555349.5,4344
332,50,54,60,38,452819.5,5118
332,55,59,57,44,371030.5,6099
332,60,64,57,27,293087,7227
332,65,69,94,48,220801.5,8323
332,70,74,152,103,149498.5,8847
332,75,79,153,103,90364.5,8496
332,80,84,159,111,44302.5,6661
332,85,999,161,113,17379.5,4518
340,0,4,0,0,1130878.5,3711
340,5,9,0,0,1084632.5,382
340,10,14,0,0,1068718.5,365
340,15,19,2,0,1064510.5,874
340,20,24,7,4,1042852.5,1161
340,25,29,11,1,954283.5,1122
340,30,34,12,19,841857,1183
340,35,39,11,23,740315,1417
340,40,44,24,28,642352.5,1809
340,45,49,37,48,513336.5,2251
340,50,54,51,35,394424.5,2698
340,55,59,71,34,306573,3259
340,60,64,68,29,243144.5,4049
340,65,69,78,39,187552,4935
340,70,74,81,23,128128,5368
340,75,79,46,26,68327,4649
340,80,84,36,26,34301,3775
340,85,999,35,37,17685,3477
348,0,4,0,0,466950.5,381
348,5,9,0,0,467798,59
348,10,14,3,0,474375,59
348,15,19,2,0,492746,127
348,20,24,6,0,509365,202
348,25,29,10,0,600186,300
348,30,34,18,3,633153,411
348,35,39,30,8,619777.5,636
348,40,44,114,39,742596,1263
348,45,49,322,112,829767.5,2662
348,50,54,564,199,703505.5,4475
348,55,59,797,288,579286,6516
348,60,64,1189,478,569100.5,9901
348,65,69,1828,803,655609,15927
348,70,74,1705,868,519427,17025
348,75,79,1340,818,372567.5,18834
348,80,84,934,690,251057,20952
348,85,999,745,680,197038.5,34109
352,0,4,0,0,22916,7
352,5,9,0,0,22342.5,1
352,10,14,0,0,24644.5,0
352,15,19,0,0,23439.5,0
352,20,24,0,0,25539.5,11
352,25,29,0,0,30629,11
352,30,34,0,0,31267,11
352,35,39,2,0,26873,0
352,40,44,4,0,25830,8
352,45,49,8,2,23979,64
352,50,54,10,2,21980,93
352,55,59,21,4,22384,149
352,60,64,22,6,21056,266
352,65,69,29,11,18373.5,211
352,70,74,37,14,14913.5,258
352,75,79,32,16,10878,300
352,80,84,25,14,6662,268
352,85,999,25,19,6648.5,1165
356,0,4,0,0,115769541,682130
356,5,9,0,0,121058308.5,55632
356,10,14,50,20,126479798,48585
356,15,19,206,96,129366254,83282
356,20,24,670,315,128941119,114347
356,25,29,1176,568,122842521.5,144624
356,30,34,1932,910,116819480.5,170842
356,35,39,2408,1117,108009909,222619
356,40,44,3427,1416,94728197.5,296483
356,45,49,5030,2610,82869033,367196
356,50,54,6773,3948,71585747.5,498285
356,55,59,8609,5192,60985613.5,771441
356,60,64,10237,5997,50478592,926966
356,65,69,10613,6125,39417348,1114600
356,70,74,8304,5121,26322950,1117473
356,75,79,5361,3626,15353554,996245
356,80,84,3206,2337,8753980.5,854268
356,85,999,2036,1595,5641265,908161
360,0,4,0,0,22488310.5,96506
360,5,9,0,0,23833942.5,11459
360,10,14,22,8,24149561.5,10906
360,15,19,93,8,22776321,23271
360,20,24,116,37,22040795,30164
360,25,29,479,175,21749592,31451
360,30,34,410,152,21010309.5,36088
360,35,39,848,347,20977656.5,48564
360,40,44,1719,699,20335480,67601
360,45,49,2761,1187,18556556,94592
360,50,54,4022,1755,16680769,130691
360,55,59,4828,2158,14121211.5,170404
360,60,64,5326,2503,11080770.5,207036
360,65,69,5006,2668,7868392,229588
360,70,74,3909,2465,5007775.5,232440
360,75,79,2908,2184,3333986,249567
360,80,84,1965,1694,1884437,224757
360,85,999,1264,1215,934662.5,193792
364,0,4,0,0,6478845.5,14901
364,5,9,0,0,7569643.5,2747
364,10,14,10,16,6740149.5,2685
364,15,19,18,9,6009730.5,5444
364,20,24,71,13,5759808.5,5948
364,25,29,87,45,6606018.5,6312
364,30,34,238,111,8536793.5,9138
364,35,39,540,172,9073392,11494
364,40,44,833,221,7532131.5,12742
364,45,49,1039,323,5844543,14454
364,50,54,1374,481,5056731,18765
364,55,59,1679,652,4051849,23930
364,60,64,1862,827,3434805.5,32108
364,65,69,1827,905,2668052,36316
364,70,74,1389,799,2017867,50321
364,75,79,915,754,1175547,61517
364,80,84,585,693,648033.5,66849
364,85,999,432,718,320305.5,62690
368,0,4,0,0,5514478,27054
368,5,9,0,0,5737283,2757
368,10,14,0,0,5313058,2111
368,15,19,18,18,4541497,3338
368,20,24,46,10,4114944,4374
368,25,29,54,17,3672312.5,4205
368,30,34,80,45,3147032.5,4157
368,35,39,120,72,2635369,4527
368,40,44,172,103,2282231.5,5720
368,45,49,233,139,1981238,7943
368,50,54,284,170,1625921,10276
368,55,59,291,166,1256771,12715
368,60,64,258,150,751072,11922
368,65,69,277,170,629419,16852
368,70,74,217,149,430093,18905
368,75,79,136,104,254214.5,18780
368,80,84,87,78,128843.5,15925
368,85,999,47,47,54773.5,11967
372,0,4,0,0,299501.5,185
372,5,9,0,0,330574,21
372,10,14,3,0,364118,22
372,15,19,3,0,335976.5,62
372,20,24,4,0,324624,90
372,25,29,6,0,300013.5,137
372,30,34,8,0,314934.5,174
372,35,39,22,3,363711,256
372,40,44,50,12,410412,451
372,45,49,99,21,375933.5,610
372,50,54,161,40,336772.5,887
372,55,59,247,62,304580,1316
372,60,64,350,94,274087,1841
372,65,69,435,141,237446.5,2524
372,70,74,477,204,200263.5,3702
372,75,79,497,236,153662,4816
372,80,84,355,215,96570.5,5636
372,85,999,404,259,86835,12413
376,0,4,0,0,877830,596
376,5,9,0,0,858255.5,67
376,10,14,3,0,794912,70
376,15,19,6,0,720634.5,145
376,20,24,13,2,671719,240
376,25,29,6,3,617825,238
376,30,34,21,6,592267,248
376,35,39,58,12,575288,349
376,40,44,110,22,544491.5,463
376,45,49,176,36,524031.5,718
376,50,54,232,48,452402,999
376,55,59,296,62,388320,1499
376,60,64,363,83,365211,2280
376,65,69,391,125,340751.5,3598
376,70,74,401,184,306142,5156
376,75,79,354,223,201808,5583
376,80,84,306,233,132362,7650
376,85,999,504,421,138900.5,19783
380,0,4,0,0,2120216,1530
380,5,9,0,0,2478651,288
380,10,14,11,0,2787810.5,349
380,15,19,20,0,2882807.5,744
380,20,24,28,0,3006490,1053
380,25,29,46,1,3100325,1336
380,30,34,83,22,3350014,1755
380,35,39,193,50,3405321,2457
380,40,44,522,132,3884577.5,4300
380,45,49,1244,289,4575178.5,7878
380,50,54,2177,559,4817796.5,13045
380,55,59,3447,886,4786134,20619
380,60,64,4681,1191,4157422,28351
380,65,69,6552,1851,3595544,40160
380,70,74,8987,3222,3368478.5,62903
380,75,79,8984,4052,2712244,81609
380,80,84,8642,5130,2292983,122883
380,85,999,9167,6803,2297121.5,350405
384,0,4,0,0,4563751,68073
384,5,9,0,0,4332947,5858
384,10,14,0,0,3766672.5,4092
384,15,19,3,2,3113655.5,5725
384,20,24,12,21,2587061.5,7202
384,25,29,39,13,2240153,7891
384,30,34,39,28,2167509.5,9721
384,35,39,52,38,1972931.5,11664
384,40,44,79,63,1611079.5,12547
384,45,49,100,80,1219334.5,12721
384,50,54,127,94,889130,12774
384,55,59,148,98,670243,13137
384,60,64,155,100,490682.5,13965
384,65,69,120,81,332308,13605
384,70,74,86,60,211211,12278
384,75,79,54,39,124710.5,10308
384,80,84,31,22,64877,7915
384,85,999,12,9,36744.5,8086
388,0,4,0,0,167373,654
388,5,9,0,0,181180.5,62
388,10,14,0,0,207346.5,67
388,15,19,1,0,232659,174
388,20,24,2,1,245797.5,280
388,25,29,10,1,271606.5,360
388,30,34,8,8,252587.5,414
388,35,39,13,5,234589.5,530
388,40,44,21,8,203902.5,675
388,45,49,34,16,183150.5,933
388,50,54,59,29,164052.5,1286
388,55,59,85,49,152787.5,1816
388,60,64,98,64,128121.5,2342
388,65,69,104,74,86485.5,2445
388,70,74,104,69,55318,2514
388,75,79,96,66,40088.5,2948
388,80,84,76,54,20494.5,2412
388,85,999,82,65,11603,2533
392,0,4,0,0,4294069.5,1855
392,5,9,0,0,5059642,324
392,10,14,5,1,5469671.5,441
392,15,19,12,1,5714785.5,1325
392,20,24,72,7,6072917.5,2214
392,25,29,273,24,6042187,2288
392,30,34,29,107,6234500.5,2872
392,35,39,316,122,7018543.5,4429
392,40,44,1151,197,7884941.5,7361
392,45,49,3052,606,9628323,14261
392,50,54,5758,1194,9417991.5,22270
392,55,59,8403,2005,7916157,29036
392,60,64,12070,3097,7491251,43174
392,65,69,17438,4693,7595657.5,69510
392,70,74,24030,7103,9259720,139623
392,75,79,24734,9958,7396998,180545
392,80,84,20656,11360,5912446,258932
392,85,999,27757,19998,6587775.5,834841
398,0,4,0,0,2124540.5,4102
398,5,9,0,0,1985372,517
398,10,14,0,0,1825646,519
398,15,19,0,0,1413957,826
398,20,24,4,2,1178785,911
398,25,29,17,7,1381609.5,1483
398,30,34,47,27,1609643.5,2618
398,35,39,23,24,1502845,3656
398,40,44,58,32,1282070.5,5253
398,45,49,137,73,1164424.5,6468
398,50,54,238,125,1052269,8113
398,55,59,467,240,996608,11120
398,60,64,671,344,916991.5,15487
398,65,69,714,375,685777.5,17558
398,70,74,516,290,440706,17314
398,75,79,284,176,183637.5,10731
398,80,84,228,156,182292,16641
398,85,999,110,97,107434,16761
400,0,4,0,0,1166809,3337
400,5,9,0,0,1198916,252
400,10,14,0,0,1219741,213
400,15,19,2,0,1073682.5,352
400,20,24,12,5,980401.5,456
400,25,29,9,6,1005695.5,516
400,30,34,27,13,893971.5,541
400,35,39,60,25,780946,641
400,40,44,98,42,674010.5,862
400,45,49,137,62,590117.5,1322
400,50,54,174,82,516153.5,1940
400,55,59,184,86,405191,2602
400,60,64,165,80,284384.5,2972
400,65,69,131,67,193246.5,3486
400,70,74,107,61,128416,4011
400,75,79,85,56,77816.5,4143
400,80,84,53,43,44496.5,4115
400,85,999,30,30,22268,3847
404,0,4,0,0,6981963,61102
404,5,9,0,0,6808044,6360
404,10,14,2,1,6864580.5,5613
404,15,19,13,9,6161637,9639
404,20,24,30,17,5233066,13666
404,25,29,72,56,4420907.5,16474
404,30,34,77,33,3966112.5,20198
404,35,39,92,50,3374913,23328
404,40,44,173,89,2714711.5,24383
404,45,49,265,152,2165159,25316
404,50,54,360,238,1729985,26557
404,55,59,456,308,1329550,26661
404,60,64,506,325,948084.5,26392
404,65,69,430,281,618981,23549
404,70,74,252,212,401005,20804
404,75,79,170,159,251719,17966
404,80,84,109,105,148506,15587
404,85,999,84,81,133536,27679
408,0,4,0,0,1714872.5,6165
408,5,9,0,0,1669241,1184
408,10,14,0,0,1624638.5,916
408,15,19,2,1,1687884.5,1804
408,20,24,8,4,1880560.5,2878
408,25,29,54,27,1990526.5,3284
408,30,34,17,8,1931561.5,3483
408,35,39,53,33,1801147.5,3708
408,40,44,137,55,1642500,4535
408,45,49,337,167,1826109.5,6796
408,50,54,723,393,2209773,12847
408,55,59,923,508,1830740,13814
408,60,64,1216,696,1466973,17610
408,65,69,1071,619,1016353.5,19535
408,70,74,921,537,752180.5,26371
408,75,79,953,593,672086.5,41654
408,80,84,555,378,415047.5,45063
408,85,999,258,201,196649,38047
410,0,4,0,0,1463191,780
410,5,9,0,0,2135208.5,126
410,10,14,2,0,2312190.5,168
410,15,19,4,1,2316342,376
410,20,24,29,3,3129837.5,839
410,25,29,89,12,3642105,1248
410,30,34,113,37,3397243.5,1691
410,35,39,304,50,3508742,2270
410,40,44,689,103,4028717,3701
410,45,49,1288,230,4059397,6266
410,50,54,2146,428,4491542,12641
410,55,59,3108,669,4090015.5,14891
410,60,64,4147,942,4153991,21148
410,65,69,4403,1083,3094319.5,31865
410,70,74,4017,1254,2152927,37592
410,75,79,3650,1814,1592942,47350
410,80,84,2975,2237,1236240.5,65438
410,85,999,2596,2732,977560,142235
414,0,4,0,0,271172.5,436
414,5,9,0,0,309117,47
414,10,14,0,0,301626.5,59
414,15,19,0,0,250254,82
414,20,24,1,0,234054.5,107
414,25,29,3,0,457525.5,170
414,30,34,5,1,531083,231
414,35,39,9,3,586790.5,299
414,40,44,24,9,523308.5,382
414,45,49,44,14,400840,464
